guid,name,creation_timestamp,creation_source,spec_default,spec_description
2e57fab4-cdb1-e1e2-8b66-8bf8ac982c1b,notebook_alt_experience_151,2025-04-23T18:44:38.410892,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control alt_experience for notebook
f77f4bbd-bb92-f110-1149-df0f1290a26b,notebook_simplified_152,2025-04-23T18:44:38.410895,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control simplified for notebook
d02f1f09-f386-75dd-39f6-9b2a31f9468d,notebook_advanced_153,2025-04-23T18:44:38.410899,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control advanced for notebook
8b2d0e06-40ed-33f5-2ff2-c5a4146b2898,notebook_enterprise_154,2025-04-23T18:44:38.410903,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enterprise for notebook
8cda3dc8-e040-c113-5cd7-1e92fb5e54f3,notebook_custom_155,2025-04-23T18:44:38.410906,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control custom for notebook
76b2138f-aa86-f020-9f96-9e2ae3e26133,authentication_enabled_156,2025-04-23T18:44:38.410910,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enabled for authentication
85bf4539-855e-d8ef-19a8-e1f3187e379b,authentication_beta_157,2025-04-23T18:44:38.410914,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control beta for authentication
1e578027-e984-3ba4-a3a2-32e344fb35af,authentication_preview_158,2025-04-23T18:44:38.410918,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control preview for authentication
1e57f33d-1e0e-6bd0-db7b-4bae847d60ca,authentication_new_ui_159,2025-04-23T18:44:38.410922,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control new_ui for authentication
f43d6630-76b0-0b8c-fe46-bf7bc80d0258,authentication_improved_160,2025-04-23T18:44:38.410926,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control improved for authentication
05809f76-5b06-ba56-bb4c-7b239b21bb40,authentication_redesigned_161,2025-04-23T18:44:38.410930,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control redesigned for authentication
ca12da3c-5c2f-dfd6-2545-7ade3103bfa4,authentication_optimized_162,2025-04-23T18:44:38.410934,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control optimized for authentication
3d1c06a7-f930-4732-0f83-b4f2b0d9e9f9,authentication_debug_163,2025-04-23T18:44:38.410937,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control debug for authentication
23a205a0-fd72-fc41-743c-4f7c083e9234,authentication_alt_experience_164,2025-04-23T18:44:38.410941,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control alt_experience for authentication
8d3cbd70-321c-6b36-1c4c-2e91ec0984b0,authentication_simplified_165,2025-04-23T18:44:38.410945,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control simplified for authentication
67906bc9-3544-054e-b70b-95ddb02c00b9,authentication_advanced_166,2025-04-23T18:44:38.410948,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control advanced for authentication
c639cfd1-3f6c-aa92-9340-1e27624b9877,authentication_enterprise_167,2025-04-23T18:44:38.410952,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enterprise for authentication
ba0e45cf-54b0-cfb0-26bb-daf185050060,authentication_custom_168,2025-04-23T18:44:38.410957,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control custom for authentication
c8069f8e-9739-acfa-0aae-58e6d7643364,billing_enabled_169,2025-04-23T18:44:38.410961,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enabled for billing
674f9130-8038-4021-cbb9-283f53c64766,billing_beta_170,2025-04-23T18:44:38.410965,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control beta for billing
bad4383e-dd3f-5d7c-3d46-7967e42e5838,billing_preview_171,2025-04-23T18:44:38.410968,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control preview for billing
104cea14-4cf5-8d4f-1530-1ceee1f7a589,billing_new_ui_172,2025-04-23T18:44:38.410972,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control new_ui for billing
8b27f0b4-ee4a-d279-fcaf-6901959fd0dd,billing_improved_173,2025-04-23T18:44:38.410976,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control improved for billing
5b753136-b35b-a3a2-8a7c-1765bad1e780,billing_redesigned_174,2025-04-23T18:44:38.410979,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control redesigned for billing
2f035ecc-a04a-076d-86d8-46ee9603058b,billing_optimized_175,2025-04-23T18:44:38.410983,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control optimized for billing
ad58624c-b35c-64f9-c7f4-d827a0dc2157,billing_debug_176,2025-04-23T18:44:38.410988,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control debug for billing
bc97c2e0-ed59-db4b-3cc0-5b22b856e79a,billing_alt_experience_177,2025-04-23T18:44:38.410992,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control alt_experience for billing
86baf29f-fcda-6511-e2ee-2f5247d13499,billing_simplified_178,2025-04-23T18:44:38.410996,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control simplified for billing
3f8b1fe7-a97c-e99f-9b05-b760c0567459,billing_advanced_179,2025-04-23T18:44:38.410999,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control advanced for billing
c80ee301-9538-226a-528d-17a74ed8daa5,billing_enterprise_180,2025-04-23T18:44:38.411003,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enterprise for billing
53000449-08c4-5255-e39b-b092a53ac254,billing_custom_181,2025-04-23T18:44:38.411006,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control custom for billing
3a44b748-ece1-bce7-8597-f8cbb69cdbe0,onboarding_enabled_182,2025-04-23T18:44:38.411010,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enabled for onboarding
09080b01-af36-4aae-1af4-e19d87f47d42,onboarding_beta_183,2025-04-23T18:44:38.411014,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control beta for onboarding
d357a759-97f8-19e8-6870-64e603b8f16f,onboarding_preview_184,2025-04-23T18:44:38.411018,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control preview for onboarding
54cb324e-6f67-fc6c-10f8-f6def600e240,onboarding_new_ui_185,2025-04-23T18:44:38.411031,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control new_ui for onboarding
be49f514-23ce-b4bd-7922-8da82e1e6a9d,onboarding_improved_186,2025-04-23T18:44:38.411036,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control improved for onboarding
b6da27e5-22eb-f086-4eec-07767de1de31,onboarding_redesigned_187,2025-04-23T18:44:38.411040,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control redesigned for onboarding
88e86ca7-e695-407c-c18c-7a4569e2da30,onboarding_optimized_188,2025-04-23T18:44:38.411044,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control optimized for onboarding
43e223f2-4414-2e66-8e01-10ef6544f91e,onboarding_debug_189,2025-04-23T18:44:38.411048,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control debug for onboarding
c9bb5c3c-c8dc-7712-854b-21ad4e360d65,onboarding_alt_experience_190,2025-04-23T18:44:38.411051,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control alt_experience for onboarding
2407d64e-a875-e5d1-c5a9-db8bc198c70b,onboarding_simplified_191,2025-04-23T18:44:38.411056,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control simplified for onboarding
84cd0586-22a0-2a6e-ee8b-43731a2c7b0c,onboarding_advanced_192,2025-04-23T18:44:38.411060,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control advanced for onboarding
eb455d73-ed93-5bfa-4a61-c202f61be7c2,onboarding_enterprise_193,2025-04-23T18:44:38.411064,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enterprise for onboarding
35eee39a-7956-37ad-c42d-8f2d02c86a5e,onboarding_custom_194,2025-04-23T18:44:38.411068,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control custom for onboarding
f9787283-4c51-8a79-60e1-574d8a53b570,notifications_enabled_195,2025-04-23T18:44:38.411071,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enabled for notifications
17bbee3b-94c4-5235-0ab9-79232873be84,notifications_beta_196,2025-04-23T18:44:38.411075,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control beta for notifications
183b83b6-59fd-5ef7-523c-f171c13229c5,notifications_preview_197,2025-04-23T18:44:38.411080,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control preview for notifications
14788320-db76-6bf2-8934-9396e670dba7,notifications_new_ui_198,2025-04-23T18:44:38.411084,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control new_ui for notifications
e76195ab-054e-53b8-51e3-f48f2b378c9a,notifications_improved_199,2025-04-23T18:44:38.411088,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control improved for notifications
