guid,name,creation_timestamp,creation_source,spec_description,spec_file_path,spec_language
41700d10-957f-e9e7-e4d6-d47d8efae16d,Team_5,2025-04-23T18:44:38.408031,posthog/posthog_fork/posthog/models/team.py,Team_5 class in posthog/models/team.py,posthog/models/team.py,python
08444d9b-7752-6935-5c62-d72bf4fdc8dd,Team_6,2025-04-23T18:44:38.408035,posthog/posthog_fork/posthog/models/team.py,Team_6 class in posthog/models/team.py,posthog/models/team.py,python
6a609da8-8dd4-c243-c73a-f3f22475016c,Team_7,2025-04-23T18:44:38.408039,posthog/posthog_fork/posthog/models/team.py,Team_7 class in posthog/models/team.py,posthog/models/team.py,python
818c5ba7-54ba-aaa0-5e21-ae1f80f77637,Team_8,2025-04-23T18:44:38.408045,posthog/posthog_fork/posthog/models/team.py,Team_8 class in posthog/models/team.py,posthog/models/team.py,python
cbdddd9d-d754-295d-063d-3e3ae4f6c745,Team_9,2025-04-23T18:44:38.408049,posthog/posthog_fork/posthog/models/team.py,Team_9 class in posthog/models/team.py,posthog/models/team.py,python
58871928-b5f5-c513-e273-96b9cd5d9090,Organization,2025-04-23T18:44:38.408054,posthog/posthog_fork/posthog/models/organization.py,Organization class in posthog/models/organization.py,posthog/models/organization.py,python
ff499ce9-99a2-0263-ad67-4e1ff9476d5c,Organization_1,2025-04-23T18:44:38.408058,posthog/posthog_fork/posthog/models/organization.py,Organization_1 class in posthog/models/organization.py,posthog/models/organization.py,python
65cbc898-91a4-cb1b-6289-e966dcceecd7,Organization_2,2025-04-23T18:44:38.408062,posthog/posthog_fork/posthog/models/organization.py,Organization_2 class in posthog/models/organization.py,posthog/models/organization.py,python
0db0ce3b-68c8-c5cc-99e2-2a57ccc4a4bc,Organization_3,2025-04-23T18:44:38.408067,posthog/posthog_fork/posthog/models/organization.py,Organization_3 class in posthog/models/organization.py,posthog/models/organization.py,python
879bb693-0928-e9b8-84fc-d32d81ac640f,Organization_4,2025-04-23T18:44:38.408071,posthog/posthog_fork/posthog/models/organization.py,Organization_4 class in posthog/models/organization.py,posthog/models/organization.py,python
5012b538-15df-117a-47e1-d8e046915930,Organization_5,2025-04-23T18:44:38.408075,posthog/posthog_fork/posthog/models/organization.py,Organization_5 class in posthog/models/organization.py,posthog/models/organization.py,python
948ae6fe-e4f0-ce0a-1250-da6d627d5361,Organization_6,2025-04-23T18:44:38.408081,posthog/posthog_fork/posthog/models/organization.py,Organization_6 class in posthog/models/organization.py,posthog/models/organization.py,python
fb53c067-be5b-c4cf-cd5d-734f154c90a6,Organization_7,2025-04-23T18:44:38.408085,posthog/posthog_fork/posthog/models/organization.py,Organization_7 class in posthog/models/organization.py,posthog/models/organization.py,python
51cb8197-7cd2-7fff-c281-3f90f893d7f8,Organization_8,2025-04-23T18:44:38.408089,posthog/posthog_fork/posthog/models/organization.py,Organization_8 class in posthog/models/organization.py,posthog/models/organization.py,python
b7d74206-8336-6e6d-cebe-4af3dcd0c08e,Organization_9,2025-04-23T18:44:38.408093,posthog/posthog_fork/posthog/models/organization.py,Organization_9 class in posthog/models/organization.py,posthog/models/organization.py,python
11e5a664-70be-c247-ae33-bc7ed11a4010,User,2025-04-23T18:44:38.408098,posthog/posthog_fork/posthog/models/user.py,User class in posthog/models/user.py,posthog/models/user.py,python
c53194df-aed5-6a3f-df25-31866ee74917,User_1,2025-04-23T18:44:38.408102,posthog/posthog_fork/posthog/models/user.py,User_1 class in posthog/models/user.py,posthog/models/user.py,python
fa82e287-2bba-a040-002c-dbe8f965b534,User_2,2025-04-23T18:44:38.408106,posthog/posthog_fork/posthog/models/user.py,User_2 class in posthog/models/user.py,posthog/models/user.py,python
6e6e5830-a89f-c9dd-80af-a81a199faff2,User_3,2025-04-23T18:44:38.408111,posthog/posthog_fork/posthog/models/user.py,User_3 class in posthog/models/user.py,posthog/models/user.py,python
2cc20e0a-6c60-dbc5-5f7e-5be671055ea6,User_4,2025-04-23T18:44:38.408116,posthog/posthog_fork/posthog/models/user.py,User_4 class in posthog/models/user.py,posthog/models/user.py,python
92b29d4b-9410-9b64-000b-af976b07950c,User_5,2025-04-23T18:44:38.408120,posthog/posthog_fork/posthog/models/user.py,User_5 class in posthog/models/user.py,posthog/models/user.py,python
05cdca05-c36b-71cf-ca55-4b7071dab3e7,User_6,2025-04-23T18:44:38.408124,posthog/posthog_fork/posthog/models/user.py,User_6 class in posthog/models/user.py,posthog/models/user.py,python
42d37210-62ac-6188-08e5-f7634610afa4,User_7,2025-04-23T18:44:38.408128,posthog/posthog_fork/posthog/models/user.py,User_7 class in posthog/models/user.py,posthog/models/user.py,python
d78951ad-5236-e295-c576-902cfd7c0847,User_8,2025-04-23T18:44:38.408132,posthog/posthog_fork/posthog/models/user.py,User_8 class in posthog/models/user.py,posthog/models/user.py,python
38244d30-9e00-affe-1f8c-b2a722ff2103,User_9,2025-04-23T18:44:38.408137,posthog/posthog_fork/posthog/models/user.py,User_9 class in posthog/models/user.py,posthog/models/user.py,python
e92bc17a-e5a1-989f-e47b-7509ea8d775f,Plugin,2025-04-23T18:44:38.408142,posthog/posthog_fork/posthog/plugins/plugin.py,Plugin class in posthog/plugins/plugin.py,posthog/plugins/plugin.py,python
4f1df787-f972-942e-2aeb-c50ad6ac4822,Plugin_1,2025-04-23T18:44:38.408147,posthog/posthog_fork/posthog/plugins/plugin.py,Plugin_1 class in posthog/plugins/plugin.py,posthog/plugins/plugin.py,python
37ac69f0-bf23-3318-fece-43394e2977f1,Plugin_2,2025-04-23T18:44:38.408151,posthog/posthog_fork/posthog/plugins/plugin.py,Plugin_2 class in posthog/plugins/plugin.py,posthog/plugins/plugin.py,python
667d8d91-c436-c68d-951d-8aa9c515a0e2,Plugin_3,2025-04-23T18:44:38.408155,posthog/posthog_fork/posthog/plugins/plugin.py,Plugin_3 class in posthog/plugins/plugin.py,posthog/plugins/plugin.py,python
2f387be5-61f5-6068-86a2-ad8bfba7ca7b,Plugin_4,2025-04-23T18:44:38.408159,posthog/posthog_fork/posthog/plugins/plugin.py,Plugin_4 class in posthog/plugins/plugin.py,posthog/plugins/plugin.py,python
b2187921-8e4b-ea0d-a921-8bbb36821404,Plugin_5,2025-04-23T18:44:38.408164,posthog/posthog_fork/posthog/plugins/plugin.py,Plugin_5 class in posthog/plugins/plugin.py,posthog/plugins/plugin.py,python
6267ba6b-91d4-3847-73ff-3fc0bedd63e4,Plugin_6,2025-04-23T18:44:38.408168,posthog/posthog_fork/posthog/plugins/plugin.py,Plugin_6 class in posthog/plugins/plugin.py,posthog/plugins/plugin.py,python
9bc1609b-3d53-ad72-099b-f47c30e1e474,Plugin_7,2025-04-23T18:44:38.408176,posthog/posthog_fork/posthog/plugins/plugin.py,Plugin_7 class in posthog/plugins/plugin.py,posthog/plugins/plugin.py,python
cc5a26d1-4732-7c27-828b-6f226d3dad9d,Plugin_8,2025-04-23T18:44:38.408180,posthog/posthog_fork/posthog/plugins/plugin.py,Plugin_8 class in posthog/plugins/plugin.py,posthog/plugins/plugin.py,python
783b08ec-1306-c68a-f91f-8a6fb8b153c5,Plugin_9,2025-04-23T18:44:38.408184,posthog/posthog_fork/posthog/plugins/plugin.py,Plugin_9 class in posthog/plugins/plugin.py,posthog/plugins/plugin.py,python
c445899f-e4c3-4d28-2829-efef56bcb863,PluginConfig,2025-04-23T18:44:38.408189,posthog/posthog_fork/posthog/plugins/pluginconfig.py,PluginConfig class in posthog/plugins/pluginconfig.py,posthog/plugins/pluginconfig.py,python
4e0c134f-e563-6cc5-e7d0-bb58046bf63a,PluginConfig_1,2025-04-23T18:44:38.408193,posthog/posthog_fork/posthog/plugins/pluginconfig.py,PluginConfig_1 class in posthog/plugins/pluginconfig.py,posthog/plugins/pluginconfig.py,python
71f709af-8e1d-6cff-efd3-26a0c3c2188e,PluginConfig_2,2025-04-23T18:44:38.408198,posthog/posthog_fork/posthog/plugins/pluginconfig.py,PluginConfig_2 class in posthog/plugins/pluginconfig.py,posthog/plugins/pluginconfig.py,python
51d632b4-e37b-0e27-c0e6-23df41947039,PluginConfig_3,2025-04-23T18:44:38.408203,posthog/posthog_fork/posthog/plugins/pluginconfig.py,PluginConfig_3 class in posthog/plugins/pluginconfig.py,posthog/plugins/pluginconfig.py,python
3a3c131e-b529-08ce-cce3-e0bb060d57f8,PluginConfig_4,2025-04-23T18:44:38.408207,posthog/posthog_fork/posthog/plugins/pluginconfig.py,PluginConfig_4 class in posthog/plugins/pluginconfig.py,posthog/plugins/pluginconfig.py,python
523dc764-5ee9-3cb7-df3b-674fa0c782b3,PluginConfig_5,2025-04-23T18:44:38.408212,posthog/posthog_fork/posthog/plugins/pluginconfig.py,PluginConfig_5 class in posthog/plugins/pluginconfig.py,posthog/plugins/pluginconfig.py,python
a3ad2abb-d18d-f4c8-0d25-562269f76648,PluginConfig_6,2025-04-23T18:44:38.408216,posthog/posthog_fork/posthog/plugins/pluginconfig.py,PluginConfig_6 class in posthog/plugins/pluginconfig.py,posthog/plugins/pluginconfig.py,python
6853c003-0a2c-b0c4-f98b-9ad3fba3e848,PluginConfig_7,2025-04-23T18:44:38.408222,posthog/posthog_fork/posthog/plugins/pluginconfig.py,PluginConfig_7 class in posthog/plugins/pluginconfig.py,posthog/plugins/pluginconfig.py,python
b200449c-c64e-c656-cd80-02fa9c0b15e8,PluginConfig_8,2025-04-23T18:44:38.408226,posthog/posthog_fork/posthog/plugins/pluginconfig.py,PluginConfig_8 class in posthog/plugins/pluginconfig.py,posthog/plugins/pluginconfig.py,python
329dd338-9ff5-9a2a-9895-319a0baabaa8,PluginConfig_9,2025-04-23T18:44:38.408230,posthog/posthog_fork/posthog/plugins/pluginconfig.py,PluginConfig_9 class in posthog/plugins/pluginconfig.py,posthog/plugins/pluginconfig.py,python
d62d0906-9c74-e70c-6ff0-af55b4f5ac37,Action,2025-04-23T18:44:38.408234,posthog/posthog_fork/posthog/models/action.py,Action class in posthog/models/action.py,posthog/models/action.py,python
d4a30b3b-ef28-8ea2-bb19-e032194856ed,Action_1,2025-04-23T18:44:38.408239,posthog/posthog_fork/posthog/models/action.py,Action_1 class in posthog/models/action.py,posthog/models/action.py,python
11d53b7c-8be2-1f40-6f3d-5b4bc2fda247,Action_2,2025-04-23T18:44:38.408243,posthog/posthog_fork/posthog/models/action.py,Action_2 class in posthog/models/action.py,posthog/models/action.py,python
e081c685-fe0d-235e-7898-fec2f1d20d41,Action_3,2025-04-23T18:44:38.408248,posthog/posthog_fork/posthog/models/action.py,Action_3 class in posthog/models/action.py,posthog/models/action.py,python
2b3d0318-7e12-2e22-cfa4-68212cc89127,Action_4,2025-04-23T18:44:38.408253,posthog/posthog_fork/posthog/models/action.py,Action_4 class in posthog/models/action.py,posthog/models/action.py,python
01176ea5-b7c5-fd3d-b153-4534be889d42,Action_5,2025-04-23T18:44:38.408257,posthog/posthog_fork/posthog/models/action.py,Action_5 class in posthog/models/action.py,posthog/models/action.py,python
5ee6ec2b-1835-1605-1edb-14908f9716f0,Action_6,2025-04-23T18:44:38.408262,posthog/posthog_fork/posthog/models/action.py,Action_6 class in posthog/models/action.py,posthog/models/action.py,python
08cd408b-932b-85b8-bb63-39097f0cb675,Action_7,2025-04-23T18:44:38.408266,posthog/posthog_fork/posthog/models/action.py,Action_7 class in posthog/models/action.py,posthog/models/action.py,python
6695a71c-eec8-947f-b846-22141a78407a,Action_8,2025-04-23T18:44:38.408270,posthog/posthog_fork/posthog/models/action.py,Action_8 class in posthog/models/action.py,posthog/models/action.py,python
d78a51cc-2177-bb9b-6bdf-08f90832efdd,Action_9,2025-04-23T18:44:38.408274,posthog/posthog_fork/posthog/models/action.py,Action_9 class in posthog/models/action.py,posthog/models/action.py,python
6056fa55-0241-087e-6818-293589fcb4a9,ActionStep,2025-04-23T18:44:38.408279,posthog/posthog_fork/posthog/models/actionstep.py,ActionStep class in posthog/models/actionstep.py,posthog/models/actionstep.py,python
61daee60-08aa-9cc9-f09d-d3bd3f07deb4,ActionStep_1,2025-04-23T18:44:38.408283,posthog/posthog_fork/posthog/models/actionstep.py,ActionStep_1 class in posthog/models/actionstep.py,posthog/models/actionstep.py,python
1d21b565-0879-adc0-49a9-cd5e88b97ac7,ActionStep_2,2025-04-23T18:44:38.408289,posthog/posthog_fork/posthog/models/actionstep.py,ActionStep_2 class in posthog/models/actionstep.py,posthog/models/actionstep.py,python
b8a98436-b4b9-1a33-abd9-ae335e4b4938,ActionStep_3,2025-04-23T18:44:38.408293,posthog/posthog_fork/posthog/models/actionstep.py,ActionStep_3 class in posthog/models/actionstep.py,posthog/models/actionstep.py,python
9f18a24e-60c4-e22b-71e7-12fd83471d6f,ActionStep_4,2025-04-23T18:44:38.408297,posthog/posthog_fork/posthog/models/actionstep.py,ActionStep_4 class in posthog/models/actionstep.py,posthog/models/actionstep.py,python
324cc1d0-e718-06d6-889b-eaf2f99bee8d,ActionStep_5,2025-04-23T18:44:38.408302,posthog/posthog_fork/posthog/models/actionstep.py,ActionStep_5 class in posthog/models/actionstep.py,posthog/models/actionstep.py,python
9d1aa6a1-5c0c-0f1e-98ae-e651a061b8d6,ActionStep_6,2025-04-23T18:44:38.408306,posthog/posthog_fork/posthog/models/actionstep.py,ActionStep_6 class in posthog/models/actionstep.py,posthog/models/actionstep.py,python
927bee62-d0b6-5d06-e42b-bbb808dc2ad0,ActionStep_7,2025-04-23T18:44:38.408310,posthog/posthog_fork/posthog/models/actionstep.py,ActionStep_7 class in posthog/models/actionstep.py,posthog/models/actionstep.py,python
15eecdbf-ca6f-4d5a-b8d4-8c03019920e4,ActionStep_8,2025-04-23T18:44:38.408315,posthog/posthog_fork/posthog/models/actionstep.py,ActionStep_8 class in posthog/models/actionstep.py,posthog/models/actionstep.py,python
d848f2f8-289f-1605-ec0b-d53890622b14,ActionStep_9,2025-04-23T18:44:38.408320,posthog/posthog_fork/posthog/models/actionstep.py,ActionStep_9 class in posthog/models/actionstep.py,posthog/models/actionstep.py,python
861140a3-c7d3-310a-a72b-befd038822b8,PropertyDefinition,2025-04-23T18:44:38.408324,posthog/posthog_fork/posthog/models/property/propertydefinition.py,PropertyDefinition class in posthog/models/property/propertydefinition.py,posthog/models/property/propertydefinition.py,python
9d8bc349-d221-1d0f-1fa4-6ad77a4b7e06,PropertyDefinition_1,2025-04-23T18:44:38.408329,posthog/posthog_fork/posthog/models/property/propertydefinition.py,PropertyDefinition_1 class in posthog/models/property/propertydefinition.py,posthog/models/property/propertydefinition.py,python
d380ffbe-288d-a5e7-7299-025afd72e05c,PropertyDefinition_2,2025-04-23T18:44:38.408334,posthog/posthog_fork/posthog/models/property/propertydefinition.py,PropertyDefinition_2 class in posthog/models/property/propertydefinition.py,posthog/models/property/propertydefinition.py,python
5c215e7d-000e-1578-1130-f8103fc23ec3,PropertyDefinition_3,2025-04-23T18:44:38.408338,posthog/posthog_fork/posthog/models/property/propertydefinition.py,PropertyDefinition_3 class in posthog/models/property/propertydefinition.py,posthog/models/property/propertydefinition.py,python
d137095d-b563-4c38-7e5e-8cbc568d6e84,PropertyDefinition_4,2025-04-23T18:44:38.408342,posthog/posthog_fork/posthog/models/property/propertydefinition.py,PropertyDefinition_4 class in posthog/models/property/propertydefinition.py,posthog/models/property/propertydefinition.py,python
24a0ae6d-5199-5ae2-0dac-5668125546a6,PropertyDefinition_5,2025-04-23T18:44:38.408346,posthog/posthog_fork/posthog/models/property/propertydefinition.py,PropertyDefinition_5 class in posthog/models/property/propertydefinition.py,posthog/models/property/propertydefinition.py,python
d1e1d262-d94e-0146-0e07-7f2db7379f42,PropertyDefinition_6,2025-04-23T18:44:38.408351,posthog/posthog_fork/posthog/models/property/propertydefinition.py,PropertyDefinition_6 class in posthog/models/property/propertydefinition.py,posthog/models/property/propertydefinition.py,python
0963234b-de7c-41ef-56ee-ff4dfd61de27,PropertyDefinition_7,2025-04-23T18:44:38.408357,posthog/posthog_fork/posthog/models/property/propertydefinition.py,PropertyDefinition_7 class in posthog/models/property/propertydefinition.py,posthog/models/property/propertydefinition.py,python
b97afec4-6675-8862-6d82-bdcef1864420,PropertyDefinition_8,2025-04-23T18:44:38.408361,posthog/posthog_fork/posthog/models/property/propertydefinition.py,PropertyDefinition_8 class in posthog/models/property/propertydefinition.py,posthog/models/property/propertydefinition.py,python
12005224-220b-2c64-64c6-6a55439e2cb2,PropertyDefinition_9,2025-04-23T18:44:38.408365,posthog/posthog_fork/posthog/models/property/propertydefinition.py,PropertyDefinition_9 class in posthog/models/property/propertydefinition.py,posthog/models/property/propertydefinition.py,python
